idsku;ultimocusto
VIR-4660-ML;13.08
7592;13.075
VIR-2239-ML;13.068425
1284;13.0154
VIR-1243-ML;13.015
6777;13
VIR-123-ML1;13
VIR-1331-ML;13
VIR-151-ML1;13
VIR-203-ML1;13
VIR-2962-ML;13
VIR-3195-ML;13
VIR-4822-ML;13
VIR-5000-ML;13
VIR-5042-ML;13
VIR-5178-ML;13
VIR-5179-ML;13
VIR-5182-ML;13
VIR-5186-ML;13
VIR-5190-ML;13
VIR-5203-ML;13
VIR-5227-ML;13
VIR-5245-ML1;13
VIR-5290-ML2;13
VIR-5314-ML;13
VIR-779-ML;13
VIR-4414-ML;12.978
VIR-5026-ML;12.9545
VIR-3046-ML;12.953335
VIR-541-ML;12.93556
7419;12.928333
2298;12.9
4318;12.9
4319;12.9
4655;12.9
7276;12.9
VIR-1181-ML;12.9
VIR-2851-ML;12.9
4231;12.89
7422;12.89
7943;12.89
VIR-5154-ML1;12.87
VIR-5158-ML1;12.87
VIR-5167-ML1;12.87
629;12.853573
VIR-1237-ML;12.83666
VIR-1873-ML;12.83562
7749;12.8333
1803;12.820277
VIR-4447-ML;12.82
VIR-4463-ML;12.82
2673;12.816
4303;12.8
VIR-2927-ML;12.8
612;12.79
VIR-5637-ML;12.775
VIR-1621-ML;12.773775
VIR-5595-ML;12.73
1842;12.7221
1464;12.704
6620;12.67
7370;12.67
VIR-2958-ML1;12.65
VIR-568-ML;12.65
VIR-2951-ML;12.648
1423;12.642
6729;12.63
VIR-6937-ML;12.6291
VIR-6826-ML;12.62733
VIR-536-ML;12.6189
VIR-3574-ML;12.6097
2758;12.6
558;12.6
VIR-1056-ML;12.6
VIR-1250-ML;12.6
VIR-2834-ML;12.6
VIR-2905-ML;12.6
VIR-2961-ML1;12.6
VIR-2976-ML;12.6
VIR-2978-ML2;12.6
VIR-2981-ML;12.6
VIR-2984-ML;12.6
VIR-3013-ML2;12.6
VIR-3021-ML;12.6
VIR-3022-ML;12.6
VIR-3024-ML;12.6
VIR-3044-ML;12.6
VIR-3186-ML;12.6
VIR-3191-ML;12.6
VIR-4474-ML;12.6
VIR-7501-ML;12.6
VIR-7502-ML;12.6
VIR-7503-ML;12.6
VIR-LED3-ML;12.6
VIR-997-ML;12.59349
7421;12.59
7655;12.59
VIR-2553-ML;12.58
3363;12.579
5552;12.576
VIR-4644-ML;12.57
4227;12.54
VIR-4329-ML;12.54
4594;12.500476
VIR-1173-ML;12.5
VIR-155-ML;12.5
VIR-2396-ML;12.5
VIR-3528-ML;12.5
VIR-3530-ML;12.5
VIR-3601-ML;12.5
VIR-3826-ML;12.5
VIR-446-ML;12.5
VIR-4546-ML;12.5
VIR-5135-ML;12.5
624;12.4943
7732;12.49
2433;12.467
VIR-2943-ML;12.45
VIR-464-ML2;12.45
VIR-468-ML2;12.45
VIR-5432-ML;12.4
7420;12.39
VIR-921-ML1;12.3876
VIR-6796-ML;12.385
VIR-6508-ML;12.372
VIR-2966-ML1;12.35
1262;12.341
VIR-1206-ML;12.32
VIR-1216-ML;12.32
VIR-1850-ML;12.32
7740;12.304
5043;12.3
VIR-3011-ML1;12.3
VIR-726-ML;12.3
VIR-3071-ML1;12.3
VIR-3098-ML;12.3
7707;12.29
3393;12.28
7597;12.245625
2666;12.22
5654;12.21
VIR-1266-ML;12.20525
2503;12.205
VIR-4622-ML;12.20402
VIR-6450-ML;12.2
7403;12.156667
6239;12.15
5599;12.11
2696;12.103
VIR-4774-ML;12.1
VIR-4775-ML;12.1
VIR-5352-ML;12.1
2697;12.0695
VIR-5626-ML;12.0635
4692;12.06
7762;12.0464
VIR-580-ML;12.035
6828;12.0125
7682;12.0081
7913;12
VIR-2916-ML;12
VIR-3009-ML;12
VIR-3012-ML;12
VIR-3023-ML;12
VIR-3025-ML1;12
VIR-3210-ML1;12
VIR-4426-ML;12
VIR-4430-ML;12
VIR-4471-ML;12
VIR-4869-ML;12
VIR-4870-ML;12
VIR-4885-ML;12
VIR-4906-ML;12
VIR-4917-ML;12
VIR-4923-ML;12
VIR-4928-ML;12
VIR-4932-ML;12
VIR-4933-ML;12
VIR-4934-ML;12
VIR-4936-ML;12
VIR-4940-ML;12
VIR-4941-ML;12
VIR-4943-ML;12
VIR-4954-ML;12
VIR-4956-ML;12
VIR-4965-ML;12
VIR-4972-ML;12
VIR-4984-ML;12
VIR-4988-ML;12
VIR-4995-ML;12
VIR-4999-ML;12
VIR-5004-ML;12
VIR-5014-ML;12
VIR-5051-ML;12
VIR-5093-ML1;12
VIR-5139-ML1;12
VIR-5183-ML;12
VIR-5185-ML;12
VIR-5189-ML;12
VIR-5191-ML;12
VIR-5192-ML;12
VIR-5198-ML;12
VIR-5201-ML;12
VIR-5202-ML;12
VIR-5205-ML;12
VIR-5210-ML;12
VIR-5211-ML;12
VIR-5213-ML;12
VIR-5216-ML;12
VIR-5217-ML;12
VIR-5232-ML;12
VIR-5233-ML1;12
VIR-5234-ML;12
VIR-5241-ML;12
VIR-5246-ML;12
VIR-5249-ML;12
VIR-5251-ML;12
VIR-5253-ML;12
VIR-5255-ML;12
VIR-5258-ML;12
VIR-5261-ML;12
VIR-5269-ML;12
VIR-5270-ML;12
VIR-5274-ML;12
VIR-5275-ML;12
VIR-5277-ML;12
VIR-5279-ML;12
VIR-5281-ML;12
VIR-5282-ML;12
VIR-5285-ML;12
VIR-5288-ML;12
VIR-5289-ML;12
VIR-5291-ML;12
VIR-5292-ML;12
VIR-5293-ML;12
VIR-5296-ML;12
VIR-5299-ML;12
VIR-5302-ML;12
VIR-5307-ML;12
VIR-5308-ML;12
VIR-5310-ML;12
VIR-5313-ML;12
VIR-5318-ML;12
VIR-5322-ML;12
VIR-543-ML;12
VIR-6475-ML;12
VIR-6479-ML;12
VIR-6480-ML;12
VIR-7323-ML;12
VIR-662-ML;11.98
VIR-5040-ML;11.96
VIR-6952-ML;11.96
VIR-544-ML;11.95
1632;11.95
1633;11.95
2489;11.95
7761;11.94
4910;11.9
VIR-2412-ML;11.9
VIR-2356-ML;11.88
VIR-5238-ML;11.88
VIR-7455-ML;11.88
VIR-973-ML1;11.855
3889;11.85
1421;11.84857
VIR-1251-ML;11.805
VIR-2290-ML;11.8
VIR-2712-ML;11.8
VIR-1697-ML;11.8
VIR-1008-ML;11.79834
1706;11.79
VIR-3052-ML;11.78
4320;11.7665
VIR-3446-ML1;11.76
VIR-493-ML1;11.7498
3356;11.74
7399;11.74
2418;11.73
VIR-2367-ML;11.726
VIR-2931-ML1;11.7
VIR-5095-ML1;11.7
VIR-5348-ML;11.67
7277;11.662
7369;11.66
VIR-572-ML;11.64
VIR-575-ML1;11.64
VIR-2554-ML;11.6225
1692;11.62
VIR-POT11-ML;11.616
5740;11.6
632;11.6
6702;11.6
VIR-3088-ML;11.6
VIR-886-ML;11.6
VIR-436-ML1;11.579
783;11.558995
6647;11.52
2676;11.5158
2462;11.5
2730;11.5
5147;11.5
552;11.5
VIR-1141-ML;11.5
VIR-2293-ML;11.5
VIR-2957-ML1;11.5
VIR-4614-ML1;11.5
VIR-5067-ML1;11.5
VIR-2932-ML;11.499
5736;11.49
VIR-2509-ML;11.48473
4267;11.46
VIR-5137-ML;11.455
CORP-106;11.426
VIR-7036-ML;11.411034
1708;11.4
4345;11.4
VIR-6477-ML;11.4
VIR-747-ML1;11.4
VIR-977-ML;11.4
VIR-4373-ML;11.4
VIR-4404-ML;11.4
VIR-6835-ML;11.396665
VIR-888-ML;11.38308
7543;11.368206
VIR-4836-ML;11.30588
VIR-1007-ML;11.2944
VIR-3007-ML;11.287
1326;11.28
648;11.2766
VIR-4361-ML;11.25
VIR-4450-ML;11.25
VIR-546-ML;11.25
VIR-661-ML;11.234
VIR-2305-ML;11.21082
VIR-2555-ML;11.2
VIR-421-ML1;11.2
VIR-7281-ML;11.2
VIR-2253-ML;11.2
VIR-6438-ML;11.2
2517;11.170326
VIR-579-ML;11.16
VIR-2524-ML;11.1
VIR-2904-ML;11.1
VIR-5068-ML;11.1
VIR-2918-ML1;11.098
1350;11.077917
5354;11.07
7919;11.024138
VIR-966-ML;11.009
6405;11
VIR-182-ML1;11
VIR-2196-ML;11
VIR-2202-ML1;11
VIR-2977-ML;11
VIR-2983-ML;11
VIR-4522-ML;11
VIR-5041-ML;10.98
1420;10.979333
VIR-5624-ML;10.978
3901;10.97
VIR-514-MLP;10.96819
VIR-6506-ML;10.9575
2307;10.95582
2869;10.94
VIR-4662-ML;10.92
2312;10.9
VIR-1252-ML;10.9
VIR-3078-ML;10.9
877;10.8952
6250;10.89
VIR-7842-ML;10.8658
VIR-5584-ML;10.865
VIR-5575-ML;10.8645
4694;10.842
VIR-4694-ML;10.842
VIR-2217-ML1;10.8
VIR-4547-ML;10.8
VIR-6918-ML;10.8
778;10.79
3494;10.78
4277;10.78
3935;10.7718
VIR-2591-ML;10.76
761;10.745666
VIR-761-ML;10.745666
1418;10.74566
VIR-1418-ML;10.74566
1419;10.7454
VIR-1419-ML;10.7454
686;10.692
VIR-5534-ML;10.69125
VIR-2474-ML;10.6825
VIR-2473-ML;10.68
VIR-491-ML;10.67
7413;10.6535
1681;10.61
VIR-5625-ML;10.60575
VIR-3200-ML;10.6
VIR-437-ML;10.6
VIR-439-ML;10.6
VIR-440-ML;10.6
VIR-449-ML;10.6
VIR-4612-ML;10.6
VIR-4773-ML;10.6
VIR-7317-ML;10.6
VIR-924-ML;10.6
VIR-POTI-ML;10.6
2481;10.6
2713;10.6
VIR-2448-ML;10.599
3834;10.594615
VIR-5622-ML;10.58375
VIR-POT2-ML;10.572
VIR-3008-ML1;10.56
VIR-3017-ML;10.56
VIR-411-ML;10.56
VIR-438-ML;10.56
VIR-441-ML;10.56
VIR-4871-ML1;10.56
VIR-4877-ML2;10.56
VIR-4918-ML;10.56
VIR-4929-ML1;10.56
VIR-4959-ML;10.56
VIR-4968-ML1;10.56
VIR-4970-ML1;10.56
VIR-4971-ML1;10.56
VIR-4980-ML2;10.56
VIR-5008-ML;10.56
VIR-5176-ML;10.56
VIR-5224-ML;10.56
VIR-5230-ML1;10.56
VIR-5235-ML;10.56
VIR-5254-ML;10.56
VIR-5280-ML;10.56
VIR-5294-ML;10.56
7368;10.557
1715;10.55
VIR-6720-ML;10.55
VIR-4876-ML1;10.5255
VIR-2208-ML;10.5
VIR-2247-ML;10.5
VIR-2355-ML;10.5
VIR-2364-ML;10.5
VIR-2539-ML;10.5
VIR-2885-ML;10.5
VIR-3789-ML;10.5
VIR-3824-ML;10.5
VIR-5044-ML;10.5
VIR-5152-ML1;10.5
VIR-633-ML;10.5
VIR-861-ML;10.5
VIR-934-ML;10.5
4683;10.483
4686;10.483
VIR-4683-ML;10.483
VIR-4686-ML;10.483
5545;10.469999
7389;10.4663
VIR-2547-ML;10.4601
VIR-1038-ML;10.46
4238;10.437
VIR-5635-ML;10.435
6616;10.41
VIR-1188-ML;10.4
VIR-2769-ML;10.4
VIR-442-ML;10.388
VIR-1635-ML;10.387
VIR-4721-ML1;10.375
VIR-6763-ML;10.364
VIR-7861-ML;10.36
VIR-7862-ML;10.36
VIR-7863-ML;10.36
VIR-7864-ML;10.36
1657;10.34
1648;10.33
VIR-5027-ML;10.33
VIR-2455-ML;10.32864
879;10.326
VIR-5628-ML;10.325
VIR-4974-ML;10.32
VIR-5236-ML1;10.32
VIR-443-ML;10.3
VIR-2223-ML;10.3
VIR-1214-ML;10.291
VIR-2351-ML;10.29
VIR-3100-ML;10.29
4646;10.26
2514;10.255
VIR-3185-ML;10.255
VIR-927-ML;10.25
2472;10.2454
VIR-5351-ML;10.24
VIR-5212-ML1;10.23
VIR-5264-ML;10.23
VIR-5568-ML;10.204
VIR-1041-ML;10.2
VIR-268-ML;10.2
VIR-4550-ML;10.2
VIR-5617-ML;10.2
VIR-1196-KIT10;10.19
VIR-1196-ML;10.19
7696;10.1898
8072;10.178
VIR-7926-ML;10.15
VIR-1674-ML;10.14
7402;10.13
VIR-6549-ML;10.13
4634;10.128
VIR-2757-ML;10.11942
3344;10.11
VIR-3579-ML;10.10138
VIR-3577-ML;10.1008
VIR-510-ML1;10.098
8050;10.08
VIR-4623-ML;10.08
2659;10.07
VIR-5124-ML;10.016
VIR-1009-ML;10.01095
4380;10
VIR-142-ML;10
VIR-157-ML;10
VIR-159-ML1;10
VIR-191-ML1;10
VIR-2965-ML;10
VIR-3533-ML;10
VIR-3534-ML;10
VIR-3535-ML;10
VIR-4942-ML;10
VIR-5417-ML;10
VIR-5419-ML;10
VIR-5420-ML;10
VIR-5421-ML;10
VIR-5468-ML;10
VIR-5473-ML;10
VIR-5482-ML;10
VIR-5484-ML;10
VIR-5485-ML;10
VIR-5490-ML;10
VIR-5504-ML;10
VIR-5507-ML;10
VIR-5509-ML;10
VIR-5517-ML;10
VIR-5519-ML;10
VIR-5521-ML;10
VIR-6505-ML1;10
VIR-843-ML2;10
7262;9.99
7492;9.98
VIR-7324-ML;9.9755
VIR-5606-ML;9.975
4364;9.97
4441;9.97
VIR-2844-ML;9.97
VIR-4401-ML;9.97
7366;9.9568
VIR-505-ML;9.9552
VIR-1046-ML;9.952
VIR-4542-ML;9.95
VIR-4543-ML;9.95
VIR-942-ML;9.9206
VIR-3064-ML;9.92
1895;9.9
1934;9.9
VIR-1036-ML;9.9
VIR-1218-ML;9.9
VIR-2550-ML;9.9
VIR-4409-ML;9.9
VIR-4579-ML;9.9
VIR-4720-ML;9.9
VIR-6424-ML;9.9
VIR-842-ML;9.9
VIR-918-ML;9.9
VIR-2281-ML;9.9
7418;9.89
6728;9.887733
VIR-3965-ML;9.872
6398;9.86942
6417;9.869
6433;9.869
VIR-7653-ML;9.848
3385;9.809
VIR-2343-ML;9.8
VIR-2670-ML;9.8
VIR-5375-ML;9.8
VIR-6495-ML;9.755
6910;9.75
VIR-1645-ML1;9.75
VIR-2406-ML;9.75
VIR-2540-ML;9.75
VIR-218-ML1;9.735
VIR-6723-ML;9.7235
4260;9.712
7457;9.702
VIR-1212-ML;9.7
VIR-690-ML1;9.69612
VIR-5561-ML;9.695
6416;9.689976
VIR-980-ML;9.6895
2703;9.6798
7429;9.6798
VIR-5015-ML;9.657
VIR-5032-ML;9.657
3354;9.63428
VIR-617-ML;9.63111
VIR-1197-ML;9.62933
VIR-2354-ML;9.61
2719;9.6
3297;9.6
6700;9.6
VIR-1254-ML;9.6
VIR-2431-ML;9.6
VIR-4714-ML;9.6
VIR-984-ML;9.6
4276;9.5933
7739;9.59
VIR-4905-ML1;9.5832
VIR-2394-ML1;9.58
8088;9.576
VIR-618-ML;9.574
1828;9.5736
VIR-1828-ML;9.5736
VIR-200-ML1;9.57
VIR-6550-ML;9.55
2379;9.54
1638;9.520666
VIR-1638-ML;9.520666
VIR-2313-ML;9.51
387;9.505333
VIR-2569-ML;9.5
VIR-2942-ML;9.5
VIR-3176-ML;9.5
VIR-3178-ML;9.5
VIR-3544-ML;9.5
VIR-4719-ML;9.5
VIR-5162-ML;9.5
VIR-5171-ML;9.5
VIR-5174-ML;9.5
VIR-6542-ML1;9.5
VIR-7270-ML;9.5
VIR-885-ML;9.5
VIR-965-ML;9.5
VIR-506-ML;9.489
VIR-6840-ML;9.47575
6418;9.4655
3830;9.45466
560;9.45
VIR-3090-ML;9.45
VIR-3971-MLP;9.45
VIR-3979-ML;9.45
2631;9.445
8044;9.4294
VIRML-513-ML;9.42
4684;9.415
VIR-4684-ML;9.415
4682;9.4145
VIR-4682-ML;9.4145
VIR-2275-ML;9.413
4685;9.412
VIR-4685-ML;9.412
6447;9.409
VIR-2552-ML;9.407475
VIR-7652-ML;9.4056
VIR-5109-ML;9.39712
645;9.39
VIR-5082-MLP;9.388695
6412;9.380333
6431;9.380333
7674;9.375
VIR-628-ML;9.349
VIR-5349-ML;9.33
2486;9.327
1209;9.323106
7701;9.302
VIR-7462-ML;9.3
7635;9.290466
2653;9.28
1679;9.26
VIR-4445-ML;9.26
7521;9.2565
6420;9.24
6422;9.24
647;9.2295
5337;9.228557
7614;9.220667
7351;9.2053
VIR-2303-ML;9.2
VIR-2374-ML;9.2
VIR-2456-ML;9.2
VIR-3157-ML;9.2
VIR-507-ML;9.2
VIR-7681-ML;9.2
VIR-6755-ML;9.186
7690;9.1551
7704;9.1245
3847;9.12
2564;9.11
2736;9.11
VIR-2288-ML;9.1
VIR-3809-ML1;9.097
2868;9.08166
VIR-6602-ML;9.06833
VIR-5125-ML;9.044
VIR-2843-ML;9.031
VIR-5142-ML;9.03
VIR-5572-ML;9.0255
VIR-6565-ML;9.024
6427;9.02
VIR-3643-FULL;9.02
VIR-6555-ML;9.02
596;9.012864
1717;9.01
VIR-6525-ML;9.007
VIR-7958-ML;9.00354
1634;9
2639;9
4443;9
VIR-1144-ML;9
VIR-2336-ML;9
VIR-3026-ML;9
VIR-3539-ML;9
VIR-3540-ML;9
VIR-4402-ML;9
VIR-4411-ML;9
VIR-4421-ML;9
VIR-4422-ML;9
VIR-4470-ML;9
VIR-4889-ML;9
VIR-4890-ML;9
VIR-4891-ML;9
VIR-4892-ML;9
VIR-4893-ML;9
VIR-4894-ML;9
VIR-4895-ML;9
VIR-4896-ML;9
VIR-4897-ML;9
VIR-4898-ML;9
VIR-4899-ML;9
VIR-4900-ML;9
VIR-4901-ML;9
VIR-4902-ML;9
VIR-4903-ML;9
VIR-4904-ML;9
VIR-5050-ML;9
VIR-598-ML;9
VIR-6798-ML;9
VIR-6987-ML;9
VIR-7500-ML;9
VIR-880-ML;9
7367;8.99
VIR-5623-ML;8.99
4240;8.98475
4681;8.9845
VIR-4681-ML;8.9845
VIR-3170-ML;8.9639
VIR-3234-ML;8.951
VIR-1684-ML;8.95
VIR-2213-ML1;8.95
VIR-2541-ML;8.95
7401;8.9488
5009;8.9455
VIR-1002-ML;8.9426
7393;8.94
VIR-2242-ML;8.93316
VIR-2830-ML;8.9309
VIR-6520-ML;8.93
4580;8.923776
7649;8.9143
2465;8.9
2664;8.9
4635;8.9
5339;8.9
VIR-622-ML;8.9
2512;8.894706
7720;8.864
VIR-426-ML;8.8504
VIR-2460-ML;8.84999
VIR-1675-ML;8.84
VIR-3235-ML;8.83944
VIR-2840-ML;8.83865
2714;8.8362
1118;8.83361
VIR-5643-ML;8.8285
VIR-LAB-ML;8.8255
2752;8.82
VIR-5559-ML;8.817
613;8.810167
4689;8.80333
VIR-4689-ML;8.80333
5546;8.8
VIR-444-ML;8.8
VIR-691-ML;8.8
1691;8.79
1703;8.79
7388;8.79
VIR-6568-ML;8.7846
VIR-5640-ML;8.781
2699;8.771149
3350;8.77
VIR-1330-ML;8.764
3939;8.75
VIR-5603-ML;8.73
6430;8.726
8071;8.7239
2678;8.722
VIR-5006-ML2;8.715
7431;8.7124
VIR-5010-ML1;8.712
VIR-1169-ML;8.7
VIR-2288-ML2;8.7
VIR-5049-ML;8.7
5737;8.69
VIR-6558-ML;8.685
4247;8.681
VIR-6559-ML;8.68
7665;8.668
VIR-2584-ML;8.642
7364;8.64
VIR-6919-ML;8.64
VIR-2842-ML;8.604
VIR-5145-ML;8.601
6440;8.6
VIR-2201-ML;8.6
VIR-2206-ML;8.6
VIR-2220-ML;8.6
VIR-2518-ML;8.6
VIR-2534-ML;8.6
VIR-2945-ML;8.6
VIR-3823-ML;8.6
VIR-3955-ML;8.6
VIR-876-ML;8.6
VIR-958-ML;8.6
VIR-6834-ML;8.579335
VIR-2828-ML;8.5745
VIR-620-ML;8.56145
VIR-4423-ML;8.55
VIR-7272-ML;8.55
VIR-7511-ML;8.55
VIR-953-ML;8.55
VIR-3169-ML;8.549
4584;8.54
VIR-5034-ML;8.54
603;8.530213
1618;8.517425
7872;8.51
VIR-3827-ML;8.5
4589;8.4995
VIR-1644-ML;8.49155
7417;8.49
7664;8.49
VIR-3228-ML;8.47916
1701;8.47
2775;8.47
3242;8.4671
VIR-5180-ML;8.46
VIR-5278-ML;8.46
VIR-5306-ML;8.46
VIR-5231-ML;8.45
VIR-5240-ML1;8.45
VIR-935-ML1;8.4306
VIR-2318-ML;8.43
VIR-2210-ML1;8.42
VIR-427-ML2;8.40945
VIR-1012-ML;8.4
VIR-2309-ML;8.4
VIR-3034-MLP;8.4
VIR-915-ML;8.39155
6432;8.3908
1051;8.39
VIR-6962-ML;8.3743
1651;8.36
CORP-104;8.36
3392;8.34309
4275;8.34
VIR-187-ML;8.3325
VIR-948-ML1;8.33
2338;8.3
VIR-2720-ML;8.3
VIR-3192-ML;8.3
VIR-3194-ML;8.3
VIR-2428-ML;8.291
VIR-479-ML;8.28
4354;8.25
4355;8.25
6434;8.25
VIR-4425-ML;8.25
VIR-4439-ML;8.25
VIR-5123-ML;8.249
VIR-458-ML;8.24
5045;8.232355
2685;8.22
VIR-2551-ML;8.218
VIR-3171-ML;8.2005
1356;8.2
3389;8.2
5353;8.2
VIR-2527-ML;8.2
VIR-3068-ML;8.2
VIR-6960-ML;8.2
VIR-6501-ML1;8.166
3466;8.16
7734;8.16
VIR-512-ML;8.16
VIR-2941-ML;8.156
1352;8.15475
VIR-6613-ML1;8.15
VIR-2715-ML;8.15
VIR-5613-ML;8.14
VIR-2912-ML;8.132
1116;8.122044
VIR-3205-ML;8.1
VIR-4398-ML;8.1
VIR-7510-ML;8.1
2680;8.1
5741;8.1
VIR-3167-ML;8.0582
VIR-930-ML2;8.0571
VIR-2442-ML;8.05
VIR-2437-ML1;8.04478
7638;8.0413
VIR-887-ML;8.03677
VIR-2829-ML;8.0223
2641;8
VIR-1159-ML;8
VIR-1609-ML1;8
VIR-215-ML;8
VIR-2221-ML1;8
VIR-2257-ML;8
VIR-2328-ML;8
VIR-2463-ML;8
VIR-2920-ML1;8
VIR-3037-ML;8
VIR-3062-ML;8
VIR-3543-ML;8
VIR-3582-ML1;8
VIR-492-ML;8
VIR-5090-ML;8
VIR-5091-ML;8
VIR-5092-ML;8
VIR-5094-ML;8
VIR-5100-ML;8
VIR-5364-ML;8
VIR-5367-ML;8
VIR-5369-ML;8
VIR-5379-ML;8
VIR-5384-ML;8
VIR-5391-ML;8
VIR-5392-ML1;8
VIR-5394-ML;8
VIR-5395-ML;8
VIR-5580-ML;8
VIR-6376-ML;8
VIR-6746-ML;8
VIR-7004-ML;8
VIR-7010-ML;8
VIR-2832-ML;7.996
7400;7.99
VIR-6635-MLP;7.9886
VIR-4428-ML;7.98
VIR-7509-ML;7.98
4695;7.97
VIR-4695-ML;7.97
VIR-949-ML;7.9625
2882;7.96
7392;7.95
VIR-974-ML1;7.95
4598;7.949
VIR-6611-ML;7.945
2570;7.92
VIR-2982-ML;7.9126
VIR-435-ML1;7.9042
2326;7.9
2464;7.9
2583;7.9
636;7.9
7938;7.9
7942;7.9
7410;7.89
7416;7.89
7855;7.89
VIR-943-ML;7.89
VIR-5128-ML;7.87
VIR-2389-ML;7.84
VIR-2521-ML;7.84
3102;7.835
VIR-7499-ML;7.83206
2085;7.828572
VIR-6567-ML;7.8285
VIR-508-ML;7.82464
VIR-487-ML1;7.81
6415;7.81
VIR-4454-ML;7.8
VIR-4469-ML;7.8
3872;7.8
VIR-2994-ML;7.8
VIR-2997-ML;7.8
VIR-3002-ML;7.8
VIR-3005-ML;7.8
4224;7.79
VIR-957-ML1;7.79
3845;7.77
VIR-2411-ML;7.765
5500;7.7585
VIR-969-ML1;7.7248
VIR-2477-ML;7.70655
VIR-450-ML1;7.7
4379;7.6902
VIR-5037-ML;7.68554
VIR-2949-ML1;7.68
VIR-3310-ML;7.68
VIR-495-ML;7.68
VIR-583-ML;7.68
VIR-6722-ML;7.67125
3919;7.67
7639;7.668
2689;7.65
VIR-2946-ML;7.64
8100;7.6335
5556;7.63
2397;7.62
VIR-6754-ML;7.6101
5554;7.6095
5336;7.6044
2284;7.6
2566;7.6
VIR-1045-ML;7.6
VIR-1194-ML;7.6
VIR-2544-ML;7.6
VIR-2765-ML;7.6
VIR-3104-ML;7.6
VIR-3105-ML;7.6
VIR-3420-ML;7.6
VIR-4577-ML;7.6
VIR-5170-ML;7.6
VIR-6517-ML;7.6
VIR-7287-ML;7.6
VIR-747-ML;7.6
VIR-987-ML;7.6
6429;7.5878
1678;7.58
3850;7.58
8070;7.5606
VIR-7501-ML2;7.56
VIR-3972-MLP;7.56
VIR-5592-ML;7.55
VIR-2929-ML1;7.548
VIR-5631-ML;7.5455
8069;7.5309
844;7.5196
5743;7.5
594;7.5
VIR-1149-ML;7.5
VIR-1152-ML;7.5
VIR-1851-ML;7.5
VIR-2327-ML;7.5
VIR-2373-ML;7.5
VIR-2520-ML;7.5
VIR-3401-ML;7.5
VIR-3791-ML;7.5
VIR-4413-ML;7.5
VIR-4521-ML;7.5
VIR-4534-ML;7.5
VIR-545-ML;7.5
VIR-584-ML;7.5
VIR-6734-ML;7.5
VIR-6994-ML;7.5
VIR-5134-ML;7.47
VIR-2240-ML;7.461
2881;7.45
VIR-3054-ML;7.435
VIR-4716-ML;7.4
649;7.3623
VIR-4007-ML;7.356
VIR-2693-ML;7.35
VIR-2383-ML;7.34
1713;7.32
745;7.32
3899;7.314
VIR-4481-ML;7.31
VIR-5574-ML;7.3088
7363;7.305
2630;7.304
5665;7.3
6909;7.3
841;7.3
VIR-4967-ML1;7.296
VIR-476-MLP;7.28505
VIR-1200-ML;7.28
1676;7.27
7648;7.256
VIR-2289-ML1;7.254941
7678;7.25
4270;7.2334
3933;7.2328
8099;7.2317
VIR-1172-ML;7.2215
2635;7.2
VIR-1179-ML;7.2
VIR-1320-ML;7.2
VIR-1327-ML;7.2
VIR-5139-ML;7.2
VIR-6253-ML;7.2
VIR-2609-ML;7.19932
7365;7.19667
VIR-2348-ML;7.1808
1677;7.18
1689;7.18
7624;7.172
7453;7.17
VIR-2924-ML;7.16
VIR-6540-ML1;7.16
2636;7.15
VIR-1683-ML;7.15
6727;7.149129
VIR-497-ML1;7.1488
7698;7.1298
VIR-5248-ML;7.128
4479;7.125
4480;7.125
593;7.12
4593;7.1196
VIR-7290-ML;7.111125
VIR-2337-ML;7.11
VIR-2538-ML;7.10973
7283;7.10895
2650;7.1
VIR-2218-ML;7.1
VIR-4565-ML;7.1
VIR-6606-ML;7.1
VIR-1042-ML;7.086
1259;7.083958
7824;7.079667
4252;7.0795
1115;7.07628
VIR-3215-ML;7.0752
2601;7.071473
4284;7.068
VIR-961-ML1;7.06
7494;7.046542
1714;7.04
2874;7.04
7577;7.025
VIR-2963-ML;7.0228
3963;7.008
VIR-1146-ML1;7
VIR-1617-ML;7
VIR-2216-ML1;7
VIR-2922-ML;7
VIR-2996-ML;7
VIR-3003-ML1;7
VIR-4537-ML;7
VIR-4875-ML;7
VIR-4961-ML1;7
VIR-4994-ML;7
VIR-5056-ML;7
VIR-5378-ML;7
VIR-5382-ML;7
VIR-5398-ML;7
VIR-5399-ML;7
VIR-5400-ML;7
VIR-5403-ML;7
VIR-5404-ML;7
VIR-5405-ML;7
VIR-5406-ML;7
VIR-5408-ML;7
VIR-5409-ML1;7
VIR-5410-ML;7
VIR-5411-ML;7
VIR-5412-ML;7
VIR-5413-ML;7
VIR-5414-ML;7
VIR-5416-ML;7
VIR-7047-ML;7
382;7
4645;7
7190;7
VIR-1658-ML;7
VIR-3586-ML;7
VIR-5152-ML;7
VIR-5435-ML;7
VIR-6721-ML;7
VIR-7284-ML;7
VIR-986-ML1;6.98
8098;6.9791
VIR-4717-ML;6.975
VIR-5632-ML;6.966
VIR-429-ML;6.9474
2748;6.94
VIR-1165-ML;6.94
VIR-5642-ML;6.927
VIR-848-ML;6.915
5333;6.9044
2643;6.9
530;6.9
548;6.9
7911;6.9
VIR-2598-ML;6.9
VIR-532-ML1;6.896244
8079;6.89
VIR-511-ML;6.8817
658;6.87
VIR-975-ML;6.86
7350;6.8557
VIR-5426-ML;6.855
VIR-7043-ML;6.84
