idsku;ultimocusto
VIR-1001-ML;0.829
2551;0.8218
3171;0.82005
2912;0.8132
7473;0.812
3205;0.81
4398;0.81
5033;0.81
6524;0.81
7138;0.81
7510;0.81
3167;0.80582
2437;0.804478
887;0.803677
2829;0.80223
1159;0.8
3858;0.8
4997;0.8
5089;0.8
5090;0.8
5091;0.8
5092;0.8
5094;0.8
5100;0.8
5101;0.8
5102;0.8
5106;0.8
6992;0.8
2832;0.7996
4428;0.798
7509;0.798
949;0.79625
7009;0.791
6974;0.79003
3922;0.79
6951;0.787858
2833;0.784643
2389;0.784
1245;0.7838
508;0.782464
3529;0.781722
1203;0.7804
1166;0.78
983;0.78
VIR-145-ML1;0.77876
447;0.777548
531;0.77698
2411;0.7765
4858;0.77429
2968;0.769
6719;0.7674
6681;0.7655
6686;0.7655
7801;0.76065
1045;0.76
1194;0.76
2544;0.76
2652;0.76
2907;0.76
3104;0.76
3105;0.76
3184;0.76
4464;0.76
4577;0.76
4588;0.76
987;0.76
1851;0.75
2373;0.75
2760;0.75
3401;0.75
3928;0.75
4427;0.75
4578;0.75
4998;0.75
5003;0.75
545;0.75
584;0.75
6961;0.75
6971;0.748
1014;0.744227
5439;0.744
5441;0.744
5450;0.744
5458;0.744
5464;0.744
3048;0.743363
4397;0.741
5427;0.74
1167;0.739
4007;0.7356
4481;0.731
2738;0.73
1200;0.728
1179;0.72
1327;0.72
5104;0.72
599;0.72
7012;0.72
1048;0.7192
5443;0.719
6762;0.7184
2538;0.710973
748;0.710948
1005;0.71
4565;0.71
1042;0.7086
3215;0.70752
6685;0.7066
2963;0.70228
2956;0.7007
5097;0.7
5435;0.7
6522;0.7
6761;0.7
5437;0.6986
7804;0.69735
VIR-6608-ML;0.695
3315;0.6948
1165;0.694
2598;0.69
2455;0.688576
1199;0.686
5426;0.6855
6990;0.682906
6516;0.6812
5127;0.68
7789;0.679615
1162;0.6795
3028;0.67725
4563;0.675
2651;0.6742
5436;0.67375
3640;0.6721
3429;0.67
3430;0.67
3431;0.67
3432;0.67
3526;0.67
3527;0.67
7266;0.67
1168;0.6688
5578;0.668
5577;0.6673
1161;0.664
1107;0.6624
3233;0.661845
2787;0.66
3086;0.66
3952;0.66
415;0.66
4429;0.66
4661;0.66
5099;0.66
664;0.66
7008;0.66
7011;0.66
7325;0.66
938;0.66
VIR-2200-ML;0.66
4399;0.659
4567;0.656
4566;0.655
4660;0.654
4400;0.6532
7651;0.65285
2908;0.6501
1490;0.65
1492;0.65
3948;0.65
5000;0.65
7823;0.65
6515;0.6485
7508;0.648
6988;0.6477
541;0.646778
VIR-488-ML;0.64667
1040;0.643
1873;0.641781
6514;0.6355
2951;0.6324
1174;0.63
2424;0.63
2834;0.63
2905;0.63
3027;0.63
VIR-3709-ML;0.6259
663;0.625664
1248;0.621
5423;0.62
5424;0.62
5425;0.62
5428;0.62
5430;0.62
5431;0.62
5432;0.62
5433;0.62
5434;0.62
6760;0.62
5612;0.619125
4386;0.6145
7454;0.613
6547;0.6118
4622;0.610201
7800;0.6102
1226;0.61
3307;0.61
4560;0.61
5646;0.604833
913;0.603
3603;0.60117
6989;0.60055
2926;0.6
2974;0.6
3082;0.6
4430;0.6
543;0.6
7320;0.6
VIR-2344-ML;0.6
662;0.599
4863;0.598
5040;0.598
6952;0.598
5582;0.59602
2283;0.593538
6757;0.589
3446;0.588
1182;0.5836
1187;0.5807
416;0.58
5049;0.58
5438;0.58
2848;0.5784
6759;0.5739
947;0.5716
4250;0.57
4557;0.57
6519;0.5676
6737;0.56528
3641;0.56421
616;0.564
494;0.5627
661;0.5617
3063;0.5609
5614;0.56008
1006;0.56
1180;0.56
1491;0.56
2422;0.56
2555;0.56
3442;0.56
421;0.56
4406;0.56
7235;0.56
7281;0.56
2214;0.5598
1201;0.5586
2918;0.5549
6955;0.5511
3425;0.55
3426;0.55
3427;0.55
5096;0.55
5103;0.55
549;0.55
979;0.55
4624;0.548912
996;0.5483
7030;0.5479
3600;0.54771
3605;0.547636
3639;0.54637
4662;0.546
2299;0.541
7799;0.540925
3566;0.5405
3564;0.540498
3565;0.540414
2969;0.54
5060;0.54
6553;0.54
VIR-7561-ML;0.54
4848;0.53856
3596;0.538265
3059;0.532
2211;0.53
2450;0.53
4773;0.53
4860;0.53
914;0.53
3569;0.528
3570;0.52755
3571;0.527547
3568;0.527506
7322;0.527442
5543;0.5271
2530;0.525
912;0.525
3637;0.524265
5082;0.523224
5098;0.522571
2690;0.52
3070;0.52
412;0.52
418;0.52
417;0.5198
3447;0.5182
1211;0.518
3164;0.515254
5573;0.5148
6968;0.5129
3599;0.511129
3531;0.511127
5576;0.51067
3594;0.510469
3597;0.510469
3602;0.510469
2439;0.51
3226;0.51
3428;0.51
4550;0.51
4735;0.51
4736;0.51
535;0.51
589;0.51
6518;0.51
7248;0.51
7933;0.51
999;0.51
6717;0.5098
2964;0.507
5565;0.50465
6973;0.503865
5124;0.5008
2906;0.5
2914;0.5
3057;0.5
3416;0.5
3422;0.5
3423;0.5
3424;0.5
4853;0.5
4859;0.5
7506;0.5
933;0.5
1039;0.496184
3604;0.496097
3064;0.496
5126;0.4915
6949;0.490156
1004;0.49
1175;0.49
2939;0.49
3841;0.49
936;0.49
VIR-7245-ML;0.489
1195;0.488904
3598;0.488655
998;0.484
5610;0.4817
2445;0.48
2972;0.48
3636;0.48
4558;0.48
5440;0.48
5442;0.48
5444;0.48
5445;0.48
5446;0.48
5447;0.48
5448;0.48
5449;0.48
5451;0.48
5452;0.48
5453;0.48
5454;0.48
5455;0.48
5456;0.48
5457;0.48
5459;0.48
5460;0.48
5461;0.48
5462;0.48
5463;0.48
4011;0.47988
7433;0.4767
7290;0.474075
6503;0.4716
6512;0.4706
2262;0.47
VIR-4397-ML;0.47
3231;0.469907
5109;0.469856
2303;0.46
3157;0.46
3158;0.46
4851;0.46
4852;0.46
4855;0.46
4856;0.46
4857;0.46
4861;0.46
4862;0.46
7268;0.46
6749;0.4593
6755;0.4593
6546;0.4591
5125;0.4522
VIR-466-ML;0.452
1313;0.4511
2292;0.45
2953;0.45
4470;0.45
4737;0.45
5012;0.45
5653;0.45
6997;0.45
7500;0.45
889;0.45
972;0.45
670;0.448636
6802;0.4476
6683;0.44752
2242;0.446658
5620;0.44497
2392;0.44
6758;0.44
6568;0.43923
3532;0.43811
992;0.4377
VIR-451-ML;0.437
3538;0.435967
2285;0.43
3441;0.43
3842;0.43
6738;0.43
3411;0.4274
4548;0.427
5034;0.427
6682;0.42396
6736;0.42396
3228;0.423958
3230;0.423939
935;0.42153
2318;0.4215
1012;0.42
2961;0.42
3448;0.42
570;0.42
1239;0.4175
3536;0.416564
5123;0.41245
2268;0.41
2944;0.41
3067;0.41
3068;0.41
3069;0.41
3071;0.41
3097;0.41
3098;0.41
4847;0.41
4849;0.41
6378;0.41
6510;0.41
6960;0.41
2430;0.409857
2941;0.4078
2934;0.406438
3066;0.4018
2973;0.4
5580;0.4
7003;0.4
7004;0.4
7005;0.4
7006;0.4
7007;0.4
7010;0.4
7498;0.39925
4391;0.399
7497;0.391603
7499;0.391603
1198;0.3903
2931;0.39
3073;0.39
3943;0.39
4388;0.39
4469;0.39
5061;0.39
5066;0.39
5071;0.39
5095;0.39
5105;0.39
615;0.386
5037;0.384277
583;0.384
5122;0.3835
2946;0.382
3075;0.38
3415;0.38
3420;0.38
3421;0.38
4387;0.38
4854;0.38
6517;0.38
747;0.38
2929;0.3774
5611;0.377
7835;0.376863
6747;0.3768
1013;0.374817
3537;0.37368
5570;0.3714
2329;0.37
2904;0.37
2919;0.37
3055;0.37
3225;0.37
4528;0.37
4716;0.37
5068;0.37
5070;0.37
5072;0.37
5136;0.37
5579;0.37
6752;0.37
7165;0.37
7992;0.36764
2937;0.36762
7798;0.3666
654;0.36645
5574;0.36544
6748;0.3651
5575;0.36215
2452;0.36
5069;0.36
7920;0.36
2348;0.35904
6511;0.3588
2924;0.358
5625;0.353525
1054;0.35
1658;0.35
2495;0.35
3586;0.35
3957;0.35
4846;0.35
5152;0.35
7333;0.35
923;0.35
2235;0.342259
3181;0.342
7040;0.342
7042;0.342
7043;0.342
3414;0.34
3417;0.34
3418;0.34
VIR-473-ML;0.34
VIR-472-ML;0.337
3419;0.33635
5562;0.3363
5564;0.3355
2270;0.33
2928;0.33
3523;0.33
3524;0.33
3525;0.33
4579;0.33
4720;0.33
6947;0.33
7045;0.33
7280;0.33
6803;0.3298
569;0.326655
5571;0.3248
3227;0.321444
6680;0.32141
6513;0.32098
3049;0.32047
590;0.3201
2971;0.32
3050;0.32
3174;0.32
3213;0.32
595;0.32
6756;0.32
5062;0.3168
5063;0.3168
5065;0.3168
931;0.3168
7154;0.31603
7035;0.3157
8083;0.31425
6750;0.31373
1233;0.31306
7038;0.313
7039;0.313
7041;0.313
7044;0.313
7049;0.313
3224;0.31
6610;0.31
6751;0.31
7166;0.31
6508;0.3093
3542;0.309255
3545;0.309255
940;0.307272
5547;0.3072
7282;0.3049
7050;0.3009
5572;0.30085
1234;0.3
3212;0.3
3296;0.3
4390;0.3
4586;0.3
4993;0.3
5050;0.3
6987;0.3
6994;0.3
1497;0.296926
2215;0.2967
2950;0.295966
6381;0.2958
2197;0.29299
5640;0.2927
VIR-1231-ML;0.291
VIR-476-ML;0.291
2579;0.29
2913;0.29
2933;0.29
3518;0.29
5358;0.29
7269;0.29
5064;0.28998
3541;0.288
5145;0.2867
5638;0.28648
2429;0.286433
5563;0.28585
5052;0.282088
3060;0.281
2309;0.28
2967;0.2781
2273;0.277
3058;0.275
6501;0.2722
2948;0.272002
5146;0.27192
6609;0.27086
3575;0.27021
3576;0.270207
2975;0.27
3173;0.27
5615;0.27
989;0.27
3519;0.2688
930;0.26857
5138;0.2655
7037;0.2629
2923;0.262174
6567;0.26095
2399;0.26
2769;0.26
5609;0.26
2567;0.25872
5154;0.2574
5158;0.2574
5167;0.2574
2380;0.2561
2927;0.256
7834;0.256
5637;0.2555
6754;0.25367
2958;0.253
568;0.253
5619;0.2521
7501;0.252
7502;0.252
7503;0.252
7588;0.252
2446;0.25
2581;0.25
3175;0.25
3313;0.25
3314;0.25
3528;0.25
3530;0.25
3601;0.25
4535;0.25
4546;0.25
5135;0.25
6544;0.25
6552;0.25
7172;0.25
7294;0.25
VIR-3313-ML;0.25
VIR-3601-ML1;0.25
2943;0.249
5134;0.249
VIR-464-ML;0.249
VIR-468-ML;0.249
4392;0.24822
6796;0.2477
2938;0.247429
3444;0.24731
2960;0.247
2966;0.247
5548;0.24355
2952;0.24
5051;0.24
5054;0.24
5139;0.24
5540;0.24
585;0.24
591;0.24
6253;0.24
6468;0.24
6480;0.24
6545;0.24
7137;0.239567
5238;0.2376
5248;0.2376
7455;0.2376
860;0.237165
973;0.2371
3052;0.2356
2554;0.23245
5208;0.23232
5632;0.2322
5121;0.2301
1141;0.23
2374;0.23
2586;0.23
2957;0.23
4544;0.23
4614;0.23
5067;0.23
6950;0.2296
5137;0.2291
1000;0.228
3061;0.228
6566;0.2278
5627;0.2229
5569;0.2225
6473;0.2203
2617;0.22
3051;0.22
3445;0.22
5055;0.22
5624;0.21956
6506;0.21915
5053;0.2189
2217;0.216
4547;0.216
5169;0.216
950;0.216
5534;0.213825
6797;0.2117
5176;0.2112
5220;0.2112
5224;0.2112
5230;0.2112
5235;0.2112
5247;0.2112
5254;0.2112
5276;0.2112
5280;0.2112
5294;0.2112
2208;0.21
2247;0.21
2364;0.21
2778;0.21
4523;0.21
4536;0.21
861;0.21
5608;0.20972
5634;0.2087
5635;0.2087
5636;0.20868
5633;0.2086
3036;0.208
5567;0.2076
4721;0.2075
6679;0.20716
5628;0.2065
5630;0.2065
5629;0.20648
5236;0.2064
5266;0.2064
6483;0.2064
5605;0.20597
2351;0.2058
5197;0.2046
5212;0.2046
5229;0.2046
5264;0.2046
5272;0.2046
5319;0.2046
5328;0.2046
5568;0.20408
5617;0.204
6766;0.202893
6549;0.2026
5133;0.20216
2746;0.201478
3056;0.2013
2421;0.2
3533;0.2
3534;0.2
3535;0.2
4549;0.2
843;0.2
5606;0.1995
4527;0.199
4542;0.199
4543;0.199
6504;0.1978
6541;0.1962
6495;0.1951
VIR-100-ML1;0.1947
5561;0.1939
5144;0.1925
2354;0.1922
2548;0.192019
2431;0.192
2949;0.192
6550;0.191
2234;0.19
2238;0.19
2528;0.19
2529;0.19
2764;0.19
2765;0.19
2942;0.19
3160;0.19
3176;0.19
3178;0.19
3544;0.19
4719;0.19
5155;0.19
5156;0.19
5157;0.19
5159;0.19
5160;0.19
5161;0.19
5162;0.19
5164;0.19
5165;0.19
5166;0.19
5168;0.19
5170;0.19
5171;0.19
5172;0.19
5174;0.19
5175;0.19
5184;0.19
5188;0.19
6379;0.19
6380;0.19
6465;0.19
6466;0.19
6542;0.19
6801;0.19
7275;0.19
965;0.19
2243;0.1899
944;0.18982
4541;0.189
5639;0.18851
2204;0.188
5604;0.1879
3074;0.187
3076;0.187
5602;0.1862
5204;0.18612
5225;0.18612
6499;0.1848
5618;0.1844
6565;0.18048
6560;0.18045
6555;0.1804
1142;0.18
3539;0.18
3540;0.18
4524;0.18
4718;0.18
4723;0.18
4864;0.18
6507;0.18
6509;0.18
6800;0.18
8011;0.18
880;0.18
5623;0.1798
6540;0.179
3065;0.1787
6538;0.1774
5643;0.17657
3177;0.1764
5559;0.17634
5260;0.17461
5603;0.1746
5286;0.17412
6558;0.1737
6564;0.17365
6561;0.17364
6556;0.1736
6557;0.1736
6559;0.1736
6562;0.1736
7860;0.1726
5560;0.17214
953;0.171
6745;0.17065
2925;0.17
4288;0.17
515;0.17
6470;0.17
6500;0.17
6502;0.17
941;0.17
954;0.17
5180;0.1692
5242;0.1692
5256;0.1692
5262;0.1692
5278;0.1692
5300;0.1692
5306;0.1692
5323;0.1692
5231;0.169
5240;0.169
6753;0.16873
915;0.167831
6471;0.1666
948;0.1666
2428;0.16582
6498;0.16395
5613;0.1628
4530;0.162033
5187;0.16074
5132;0.1607
2920;0.16
2936;0.16
3037;0.16
3062;0.16
3211;0.16
3543;0.16
3582;0.16
4545;0.16
6746;0.16
504;0.159771
2947;0.1597
974;0.159
6611;0.1589
498;0.158874
2982;0.158252
2985;0.158
943;0.1578
2368;0.157
2989;0.156
2992;0.156
2994;0.156
2997;0.156
3002;0.156
3005;0.156
2993;0.15596
957;0.1558
7826;0.1546
2477;0.154131
3310;0.1536
884;0.153535
6744;0.1531
3006;0.153
3190;0.152
7945;0.152
5631;0.15091
1610;0.15
2327;0.15
2955;0.15
4521;0.15
4534;0.15
587;0.15
6734;0.15
6743;0.15
5120;0.14897
3054;0.1487
5377;0.146196
3309;0.146
5151;0.144
5531;0.144
6606;0.142
961;0.1412
2375;0.14
2479;0.14
2940;0.14
2987;0.14
2991;0.14
2995;0.14
2996;0.14
3003;0.14
3004;0.14
3172;0.14
3179;0.14
4533;0.14
4537;0.14
4539;0.14
4802;0.14
5056;0.14
5057;0.14
5058;0.14
5059;0.14
5194;0.14
6467;0.14
6469;0.14
6474;0.14
6799;0.14
7046;0.14
7047;0.14
7048;0.14
4717;0.1395
925;0.139
5642;0.13854
6735;0.135972
2444;0.1357
588;0.1344
6382;0.1342
2986;0.133
2990;0.133
2999;0.133
3000;0.133
4722;0.133
6543;0.13195
3308;0.13
5173;0.13
5178;0.13
5179;0.13
5182;0.13
5186;0.13
5190;0.13
5200;0.13
5203;0.13
5221;0.13
5223;0.13
5226;0.13
5227;0.13
5228;0.13
5244;0.13
5245;0.13
5250;0.13
5252;0.13
5268;0.13
5290;0.13
5298;0.13
5314;0.13
5330;0.13
6551;0.13
7861;0.1295
7862;0.1295
7863;0.1295
7864;0.1295
5143;0.12732
6605;0.12719
2976;0.126
2978;0.126
2981;0.126
2984;0.126
3013;0.126
3021;0.126
3022;0.126
3024;0.126
5119;0.1255
6548;0.12432
921;0.123876
2980;0.1235
3014;0.12348
3011;0.123
2988;0.12222
5641;0.12126
2365;0.120379
3009;0.12
3010;0.12
3012;0.12
3015;0.12
3016;0.12
3018;0.12
3019;0.12
3020;0.12
3023;0.12
3025;0.12
4529;0.12
4532;0.12
5177;0.12
5181;0.12
5183;0.12
5185;0.12
5189;0.12
5191;0.12
5192;0.12
5193;0.12
5195;0.12
5196;0.12
5198;0.12
5199;0.12
5201;0.12
5202;0.12
5205;0.12
5206;0.12
5207;0.12
5209;0.12
5210;0.12
5211;0.12
5213;0.12
5214;0.12
5215;0.12
5216;0.12
5217;0.12
5218;0.12
5219;0.12
5222;0.12
5232;0.12
5233;0.12
5234;0.12
5237;0.12
5239;0.12
5241;0.12
5243;0.12
5246;0.12
5249;0.12
5251;0.12
5253;0.12
5255;0.12
5257;0.12
5258;0.12
5259;0.12
5261;0.12
5263;0.12
5265;0.12
5267;0.12
5269;0.12
5270;0.12
5271;0.12
5273;0.12
5274;0.12
5275;0.12
5277;0.12
5279;0.12
5281;0.12
5282;0.12
5283;0.12
5284;0.12
5285;0.12
5287;0.12
5288;0.12
5289;0.12
5291;0.12
5292;0.12
5293;0.12
5295;0.12
5296;0.12
5297;0.12
5299;0.12
5301;0.12
5302;0.12
5303;0.12
5304;0.12
5305;0.12
5307;0.12
5308;0.12
5309;0.12
5310;0.12
5311;0.12
5312;0.12
5313;0.12
5315;0.12
5316;0.12
5317;0.12
5318;0.12
5320;0.12
5321;0.12
5322;0.12
5324;0.12
5325;0.12
5326;0.12
5327;0.12
5329;0.12
6275;0.12
6385;0.12
6386;0.12
6387;0.12
6388;0.12
6475;0.12
6478;0.12
6479;0.12
6481;0.12
6482;0.12
6485;0.12
571;0.1192
3053;0.11855
493;0.117498
2367;0.11726
5402;0.1164
572;0.1164
573;0.1164
574;0.1164
575;0.1164
6476;0.114
6477;0.114
6484;0.114
977;0.114
2413;0.11345
3007;0.11287
5501;0.1128
5530;0.1128
3312;0.111564
2196;0.11
2202;0.11
2977;0.11
2979;0.11
2983;0.11
4522;0.11
4540;0.11
951;0.11
970;0.10879
2774;0.108
7946;0.10725
491;0.1067
2199;0.1062
5131;0.1057
3008;0.1056
3017;0.1056
4871;0.1056
4877;0.1056
4918;0.1056
4929;0.1056
4944;0.1056
4949;0.1056
4952;0.1056
4959;0.1056
4962;0.1056
4968;0.1056
4970;0.1056
4971;0.1056
4980;0.1056
5001;0.1056
5008;0.1056
4876;0.105255
7944;0.10439
1635;0.10387
5149;0.103485
2203;0.1034
4865;0.1032
4974;0.1032
2223;0.103
5148;0.102168
510;0.10098
2263;0.1005
3854;0.1
3896;0.1
4538;0.1
4942;0.1
5078;0.1
5417;0.1
5418;0.1
5419;0.1
5420;0.1
5421;0.1
5498;0.1
5502;0.1
5503;0.1
5504;0.1
5505;0.1
5506;0.1
5507;0.1
5508;0.1
5509;0.1
5510;0.1
5511;0.1
5512;0.1
5513;0.1
5514;0.1
5515;0.1
5516;0.1
5517;0.1
5518;0.1
5519;0.1
5520;0.1
5521;0.1
5522;0.1
5523;0.1
5524;0.1
5525;0.1
5526;0.1
5527;0.1
5528;0.1
5529;0.1
6279;0.1
6505;0.1
6563;0.1
952;0.1
VIR-5558-ML;0.1
2761;0.099
6424;0.099
960;0.099
3096;0.098
2236;0.09731
2244;0.097
5013;0.095865
5079;0.095865
VIR-5079-ML;0.095865
4905;0.095832
5080;0.095832
2394;0.0958
8084;0.0955
5130;0.0953
6742;0.09421
5142;0.0903
1616;0.09
2353;0.09
2917;0.09
3026;0.09
3583;0.09
4867;0.09
4889;0.09
4890;0.09
4891;0.09
4892;0.09
4893;0.09
4894;0.09
4895;0.09
4896;0.09
4897;0.09
4898;0.09
4899;0.09
4900;0.09
4901;0.09
4902;0.09
4903;0.09
4904;0.09
514;0.09
598;0.09
6497;0.09
6539;0.09
6798;0.09
6890;0.09
738;0.09
VIR-588-ML;0.09
2213;0.0895
1002;0.089426
2393;0.0886
426;0.088504
6384;0.0876
5006;0.08715
5010;0.08712
4982;0.087
2206;0.086
2219;0.086
2220;0.086
2226;0.086
3399;0.086
7271;0.086
958;0.086
7272;0.0855
2241;0.0854
1613;0.0847
2210;0.0842
3084;0.08418
5397;0.084
5129;0.0839
6691;0.083693
1001;0.0829
6612;0.0825
6613;0.0815
1609;0.08
2221;0.08
2225;0.08
2328;0.08
2935;0.08
3853;0.08
492;0.08
5379;0.08
6740;0.08
VIR-29,90;0.08
5128;0.0787
487;0.0781
968;0.078
5118;0.0777
969;0.077248
5141;0.0769
495;0.0768
2222;0.0765
6607;0.0765
945;0.076
985;0.076
956;0.0758
6067;0.075
2391;0.073
4872;0.07296
4967;0.07296
5005;0.07296
962;0.071854
497;0.071488
2218;0.071
1146;0.07
1617;0.07
2216;0.07
2352;0.07
2922;0.07
3855;0.07
4875;0.07
4961;0.07
4978;0.07
4994;0.07
5378;0.07
5380;0.07
5381;0.07
5382;0.07
5398;0.07
5399;0.07
5400;0.07
5401;0.07
5403;0.07
5404;0.07
5405;0.07
5406;0.07
5407;0.07
5408;0.07
5409;0.07
5410;0.07
5411;0.07
5412;0.07
5413;0.07
5414;0.07
5415;0.07
5416;0.07
VIR-4530-ML;0.07
986;0.0698
6608;0.0695
429;0.069474
848;0.06915
978;0.069
511;0.068817
3443;0.0686
975;0.0686
7787;0.0681
5387;0.0672
2200;0.066
489;0.066
955;0.066
963;0.066
967;0.066
430;0.065661
431;0.065661
6741;0.06508
2252;0.065
2286;0.065
6276;0.0648
488;0.064667
6604;0.06434
964;0.063
271;0.0623
428;0.061196
4677;0.0603
2344;0.06
3812;0.06
485;0.06
4866;0.06
4868;0.06
4869;0.06
4870;0.06
4873;0.06
4874;0.06
4878;0.06
4879;0.06
4880;0.06
4881;0.06
4882;0.06
4883;0.06
4884;0.06
4885;0.06
4886;0.06
4887;0.06
4906;0.06
4907;0.06
4908;0.06
4909;0.06
4916;0.06
4917;0.06
4919;0.06
4921;0.06
4922;0.06
4923;0.06
4926;0.06
4927;0.06
4928;0.06
4930;0.06
4931;0.06
4932;0.06
4933;0.06
4934;0.06
4935;0.06
4936;0.06
4938;0.06
4940;0.06
4941;0.06
4943;0.06
4945;0.06
4946;0.06
4947;0.06
4948;0.06
4950;0.06
4951;0.06
4953;0.06
4954;0.06
4955;0.06
4956;0.06
4957;0.06
4960;0.06
4963;0.06
4965;0.06
4966;0.06
4969;0.06
4972;0.06
4973;0.06
4975;0.06
4976;0.06
4977;0.06
4979;0.06
4981;0.06
4983;0.06
4984;0.06
4985;0.06
4987;0.06
4988;0.06
4989;0.06
4990;0.06
4991;0.06
4992;0.06
4995;0.06
4996;0.06
4999;0.06
5002;0.06
5004;0.06
5007;0.06
5011;0.06
5014;0.06
5607;0.06
6041;0.06
6350;0.06
7264;0.06
8010;0.06
1229;0.059976
971;0.059
436;0.057895
5117;0.0576
567;0.0576
2209;0.05704
2198;0.0561
427;0.056063
470;0.056
6491;0.0557
959;0.05526
5532;0.0552
424;0.0549
3311;0.054864
490;0.054447
486;0.054
7561;0.054
6765;0.053718
2207;0.0513
268;0.051
453;0.0502
5116;0.05019
452;0.05016
2773;0.05
496;0.05
5376;0.05
5465;0.05
5466;0.05
5467;0.05
5468;0.05
5469;0.05
5470;0.05
5471;0.05
5472;0.05
5473;0.05
5474;0.05
5476;0.05
5477;0.05
5478;0.05
5479;0.05
5480;0.05
5481;0.05
5482;0.05
5483;0.05
5484;0.05
5485;0.05
5486;0.05
5487;0.05
5488;0.05
5489;0.05
5490;0.05
5491;0.05
5492;0.05
5493;0.05
5494;0.05
5495;0.05
5496;0.05
5497;0.05
105;0.0495
2205;0.0491
5360;0.049
5375;0.049
5386;0.049
7245;0.0489
2347;0.0471
425;0.047
481;0.0462
2772;0.046
455;0.0458
5115;0.045752
5114;0.04572
267;0.0452
466;0.0452
423;0.045
6603;0.04476
3083;0.04475
474;0.0442
451;0.0437
459;0.04312
422;0.043
2212;0.042664
457;0.0426
434;0.042084
586;0.042
479;0.0414
458;0.0412
282;0.0409
215;0.04
2998;0.04
5359;0.04
5361;0.04
5362;0.04
5363;0.04
5364;0.04
5365;0.04
5366;0.04
5367;0.04
5368;0.04
5369;0.04
5370;0.04
5371;0.04
5372;0.04
5373;0.04
5374;0.04
5383;0.04
5384;0.04
5385;0.04
5388;0.04
5389;0.04
5390;0.04
5391;0.04
5392;0.04
5393;0.04
5394;0.04
5395;0.04
5396;0.04
5475;0.04
6376;0.04
6377;0.04
853;0.04
854;0.04
VIR-5116-ML;0.04
6375;0.03996
6635;0.039943
460;0.0398
982;0.03962
435;0.039521
450;0.0385
471;0.03434
473;0.034
467;0.0337
472;0.0337
483;0.033
3685;0.0325
3713;0.0325
3642;0.03245
3724;0.03245
3736;0.03245
482;0.032184
3720;0.0319
576;0.031824
433;0.031716
3704;0.03146
3709;0.031295
3706;0.031284
3749;0.031284
847;0.0308
1017;0.0306
432;0.0304
469;0.0302
1016;0.03
270;0.03
2771;0.03
3001;0.03
454;0.03
456;0.03
463;0.03
475;0.03
477;0.03
480;0.03
484;0.03
499;0.03
850;0.03
852;0.03
929;0.03
1231;0.0291
476;0.0291
6277;0.0288
3696;0.0286
478;0.0285
6297;0.0282
6313;0.0282
462;0.028
3729;0.02706
6315;0.0252
3645;0.025
3653;0.025
464;0.0249
468;0.0249
6290;0.024512
6300;0.0244
6293;0.024
6342;0.023062
6289;0.02244
6305;0.02244
6278;0.0224
6339;0.0224
3705;0.021
3744;0.021
3766;0.021
3779;0.021
114;0.02
120;0.02
121;0.02
134;0.02
143;0.02
148;0.02
153;0.02
157;0.02
164;0.02
168;0.02
176;0.02
186;0.02
190;0.02
198;0.02
207;0.02
212;0.02
214;0.02
221;0.02
224;0.02
228;0.02
244;0.02
245;0.02
266;0.02
3644;0.02
3646;0.02
3647;0.02
3648;0.02
3649;0.02
3650;0.02
3651;0.02
3652;0.02
3654;0.02
3655;0.02
3656;0.02
3657;0.02
3659;0.02
3660;0.02
3661;0.02
3662;0.02
3663;0.02
3664;0.02
3665;0.02
3666;0.02
3667;0.02
3668;0.02
3669;0.02
3670;0.02
3672;0.02
3673;0.02
3674;0.02
3675;0.02
3676;0.02
3677;0.02
3678;0.02
3679;0.02
3680;0.02
3681;0.02
3682;0.02
3683;0.02
3684;0.02
3686;0.02
3687;0.02
3688;0.02
3689;0.02
3690;0.02
3691;0.02
3692;0.02
3693;0.02
3694;0.02
3695;0.02
3697;0.02
3698;0.02
3699;0.02
3700;0.02
3701;0.02
3703;0.02
3707;0.02
3708;0.02
3710;0.02
3711;0.02
3712;0.02
3714;0.02
3715;0.02
3716;0.02
3717;0.02
3718;0.02
3719;0.02
3721;0.02
3722;0.02
3723;0.02
3725;0.02
3726;0.02
3727;0.02
3728;0.02
3730;0.02
3731;0.02
3732;0.02
3733;0.02
3734;0.02
3737;0.02
3738;0.02
3739;0.02
3740;0.02
3741;0.02
3742;0.02
3743;0.02
3745;0.02
3746;0.02
3747;0.02
3748;0.02
3750;0.02
3751;0.02
3752;0.02
3753;0.02
3754;0.02
3755;0.02
3756;0.02
3757;0.02
3758;0.02
3759;0.02
3760;0.02
3761;0.02
3762;0.02
3763;0.02
3764;0.02
3765;0.02
3767;0.02
3768;0.02
3769;0.02
3770;0.02
3771;0.02
3772;0.02
3773;0.02
3774;0.02
3775;0.02
3776;0.02
3777;0.02
3778;0.02
3780;0.02
3781;0.02
3782;0.02
3783;0.02
3784;0.02
3785;0.02
3786;0.02
3787;0.02
3788;0.02
3793;0.02
461;0.02
5761;0.02
6005;0.02
6154;0.02
6155;0.02
6156;0.02
6157;0.02
6158;0.02
6159;0.02
6160;0.02
6162;0.02
6163;0.02
6280;0.02
6281;0.02
6282;0.02
6283;0.02
6284;0.02
6285;0.02
6286;0.02
6287;0.02
6288;0.02
6291;0.02
6292;0.02
6294;0.02
6295;0.02
6296;0.02
